name,speed,shootAccuracy,shootPower,defense,stamina,totalScore
Craig Reid,71,29,40,65,73,48.90
Cristiano Zanetti,40,45,60,58,50,48.90
Daniele Portanova,46,25,73,80,34,48.90
Davide Mandelli,46,33,66,76,32,48.90
Francesco Pratali,54,32,60,68,34,48.90
Gal Shish,68,26,47,65,67,48.90
Patrick Pothuizen,58,30,53,68,64,48.90
Artur Gieraga,50,48,45,62,57,48.85
Benjamin Boulenger,68,21,52,65,66,48.85
Felipe,53,20,68,76,55,48.85
Kakha Kaladze,53,32,56,80,51,48.85
Ken Kallaste,70,32,40,62,63,48.85
Kenny Gillet,72,16,52,65,72,48.85
Mark O'Brien,51,35,54,68,69,48.85
Michele Ferri,54,20,68,64,61,48.85
Stephen Hendrie,70,30,40,65,72,48.85
Szymon Matuszek,63,28,52,55,64,48.85
Tobias Sana,69,41,39,22,61,48.85
Valdomiro,43,40,62,76,31,48.85
Lamine Kone,63,34,42,71,71,48.80
Mamadou Wague,53,21,67,60,70,48.80
Miguel Castro,61,41,39,64,66,48.80
Armando Izzo,69,19,50,79,68,48.75
Gavin Hoyte,80,23,38,58,71,48.75
Jamel Ait Ben Idir,55,39,44,60,87,48.75
Melli,60,25,55,68,67,48.75
Stephane Sparagna,68,23,49,72,63,48.75
Thomas Kleine,45,43,55,62,55,48.75
Ties Evers,65,27,49,67,62,48.75
Andre Vilas Boas,55,36,51,70,52,48.70
Christian Dorda,65,21,54,63,71,48.70
Felipe,54,43,47,76,34,48.70
Iain Davidson,53,33,57,55,61,48.70
Krystian Bielik,56,33,57,53,45,48.70
Michael Gravgaard,56,29,56,57,71,48.70
Pieter Nys,66,22,54,58,64,48.70
"Slawomir Szeliga,26",41,51,53,51,53,48.70
Yaya Banana,60,29,49,69,77,48.70
Cyriaque Louvion,52,34,53,68,71,48.65
Daniel Cruz,53,41,56,21,52,48.65
Jorge Pulido,55,27,58,68,65,48.65
Maciej Dabrowski,52,34,54,62,71,48.65
Markus Schuler,65,13,62,60,73,48.65
Nick Bakker,72,31,41,63,46,48.65
Aleksander Radosavljevic,47,34,60,66,60,48.60
Antons Kurakins,65,25,50,62,70,48.60
Ismael Bouzid,63,34,44,60,66,48.60
Jonathan Bottinelli,53,35,52,71,61,48.60
Lasha Dvali,65,23,51,71,67,48.60
Marcos Antonio,55,25,60,67,65,48.60
Vincent Bikana,61,21,60,56,64,48.60
Andres Tunez,53,16,69,76,67,48.55
Antonio Milic,48,34,57,68,69,48.55
Cata Diaz,34,30,79,79,34,48.55
Daniele Capelli,52,20,68,73,58,48.55
Denis Simijonovic,55,32,58,48,53,48.55
Jo Christiaens,57,32,53,56,63,48.55
Jordan Mustoe,67,22,51,63,68,48.55
Josip Colina,52,41,51,54,53,48.55
Ludovic Buysens,47,37,55,63,74,48.55
Marco Da Silva,54,31,55,55,76,48.55
Mickael Tacalfred,53,21,65,73,64,48.55
Nemanja Antonov,81,28,30,66,71,48.55
Pape M'Bow,61,32,48,58,67,48.55
Timo Baumgartl,54,26,60,68,63,48.55
Abdul Osman,70,34,33,65,83,48.50
Daniel Brezny,69,35,39,56,56,48.50
Fernando Amorebieta,31,39,68,71,71,48.50
Jan-Ingwer Callsen-Bracker,53,27,58,76,66,48.50
Karim Belhocine,46,31,65,60,58,48.50
Lee Naylor,52,25,63,64,66,48.50
Marco Natanel Torsiglieri,41,39,58,74,68,48.50
Maximiliano Pellegrino,42,39,60,70,54,48.50
Purrel Fraenkel,75,33,34,62,56,48.50
Alexander Hack,75,23,44,63,54,48.45
Daniel Lukasik,53,29,57,62,73,48.45
Federico Fazio,32,43,63,74,67,48.45
Jonny Evans,67,28,42,78,69,48.45
Justin Hoyte,68,24,48,61,68,48.45
Mohamed Youssouf,67,37,46,21,48,48.45
Pawel Zielinski,76,33,29,67,74,48.45
Peter Jungschlaeger,39,34,66,63,72,48.45
Ryan Thomson,52,39,52,49,62,48.45
Stef Wils,49,36,56,62,61,48.45
Yoann Bigne,51,37,53,51,72,48.45
Fabien Boyer,72,22,46,62,66,48.40
Frederic Jay,52,40,48,67,61,48.40
Gary Irvine,71,29,39,64,70,48.40
Jamie Adams,70,35,38,39,71,48.40
Jordan Adeoti,59,44,35,70,70,48.40
Marco Ramos,62,26,51,61,73,48.40
Theo Pellenard,73,32,33,69,71,48.40
Vitalijs Maksimenko,69,29,41,62,72,48.40
Ashton-Phillip Goetz,76,26,37,68,65,48.35
Azubuike Oliseh,62,41,38,53,68,48.35
Chris,48,32,64,71,32,48.35
Dustley Mulder,70,30,38,69,70,48.35
Hector Yuste,34,44,62,57,70,48.35
Ivan Ivanov,69,13,56,66,73,48.35
Jose Josetxo,45,32,64,71,50,48.35
Kanu,45,38,58,71,50,48.35
Manuel Friedrich,51,31,57,74,59,48.35
Ander Murillo,66,29,44,70,62,48.30
Benjamin Brou Angoua,52,36,50,74,64,48.30
Conrad Balatoni,69,12,58,61,71,48.30
Daniel Kabir Mustafa,58,27,56,58,62,48.30
George McCartney,52,30,56,72,66,48.30
Gilles Dewaele,68,21,53,57,57,48.30
Goncalo Silva,64,28,48,68,58,48.30
Joost Volmer,58,30,50,66,72,48.30
Wim Raymaekers,51,29,58,62,76,48.30
Filip Modelski,73,30,33,72,77,48.25
Jauregi Inaki Bea,54,34,53,66,53,48.25
Mohamed Sarr,67,16,58,64,55,48.25
Obinna Nwaneri,72,25,43,67,58,48.25
Paul Hanlon,69,27,41,63,80,48.25
Robert Malcolm,42,21,77,68,57,48.25
Thomas Konrad,68,18,57,49,58,48.25
Wout Droste,74,24,38,71,78,48.25
"Gerald Cid,18",61,26,51,65,71,48.20
Jon Echaide,60,40,41,60,58,48.20
Marco Zoro,54,37,49,59,65,48.20
Michal Pazdan,34,35,69,61,75,48.20
Moises Moura,54,34,48,72,76,48.20
Paulo Andre,34,43,64,76,42,48.20
Ross Barbour,70,29,41,61,63,48.20
Adama Soumaoro,58,31,48,68,73,48.15
Berat Djimsiti,51,36,52,62,67,48.15
Diogo Luis,65,40,35,54,69,48.15
Graeme Shinnie,75,23,35,74,91,48.15
Jesse van Bezooijen,64,30,46,60,63,48.15
Paul McShane,64,29,43,69,78,48.15
Philipp Haastrup,48,39,52,62,67,48.15
Saif Ghezal,53,30,57,71,52,48.15
Silvan Hefti,64,28,51,45,60,48.15
Sylvain Distin,65,30,41,80,67,48.15
Boliguibia Ouattara,76,25,41,55,55,48.10
Brian McLean,70,34,35,56,72,48.10
Danny Simpson,71,27,37,73,79,48.10
Gabriel Milito,55,32,52,81,47,48.10
Marvin Friedrich,66,29,45,60,62,48.10
Massimo Volta,62,22,54,70,64,48.10
Mikael Antonsson,48,31,59,74,60,48.10
Rui Correia,65,28,45,71,63,48.10
Sammy Traore,61,20,57,68,66,48.10
Stefan Mitrovic,54,22,61,73,67,48.10
Stefano Marzo,73,22,42,72,68,48.10
Arturo Arzu,34,35,72,64,51,48.05
Benjamin De Wilde,62,28,53,49,54,48.05
Jordan McMillan,71,25,43,57,70,48.05
Rob Claeys,52,30,59,50,65,48.05
Sascha Kotysch,54,29,57,67,54,48.05
Yancoub Meite,58,36,45,58,69,48.05
Zander Diamond,52,33,55,57,64,48.05
Ahmed Kantari,55,28,55,69,63,48.00
Andrea Coda,54,28,55,74,64,48.00
Artiles Oliva Aythami,54,43,38,74,76,48.00
Boris Godal,72,28,41,56,58,48.00
Daniel Devine,72,25,42,63,63,48.00
Dominik Reinhardt,54,25,58,71,67,48.00
Fitz Hall,55,41,45,64,50,48.00
Gary Fisher,74,39,25,57,75,48.00
Jean-Armel Kana-Biyik,72,20,44,74,70,48.00
Jeremy Sapina,33,42,65,63,57,48.00
Jordy van Deelen,68,24,46,62,70,48.00
Charles Pickel,62,32,50,46,49,47.95
Cris,31,41,68,68,51,47.95
Dion Cools,71,32,33,65,78,47.95
Gerard Aafjes,40,35,62,62,75,47.95
Gianluca Gaudino,55,36,51,40,67,47.95
Hipolito Poli,59,27,53,62,63,47.95
Matthieu Delpierre,46,32,60,75,56,47.95
Olivier Thomas,65,28,45,64,67,47.95
Peter Mollez,60,23,64,23,54,47.95
Quique Rivero,64,38,42,38,57,47.95
Arno Verschueren,69,28,44,53,59,47.90
Fabio Cannavaro,68,21,45,86,68,47.90
Gevero Markiet,72,28,38,65,65,47.90
Giorgi Popkhadze,72,24,41,60,76,47.90
Jaroslaw Bieniuk,40,52,46,70,60,47.90
Timothy Durwael,70,26,44,56,62,47.90
Almeida Anderson do Oliveira,35,42,59,67,74,47.85
Angelo Martha,64,31,44,59,64,47.85
Artis Lazdins,62,31,48,50,61,47.85
Callum Morris,69,26,48,67,32,47.85
Carlos Tomas,62,21,57,56,61,47.85
David Costas,67,28,42,71,64,47.85
Jack Hendry,64,26,50,53,64,47.85
Jacques Abardonado,56,28,53,70,65,47.85
Jose Mari,47,56,49,21,24,47.85
Marc Torrejon Moya,54,23,59,74,67,47.85
Niels Vandenbroucke,65,27,47,64,59,47.85
Pedro Orfila Artime,75,17,43,66,81,47.85
"Roberto Raul Tucker,18",67,37,32,65,76,47.85
Santiago Morero,53,26,61,66,51,47.85
Steven Moreira,70,24,42,75,66,47.85
Bruno Godeau,52,29,56,67,67,47.80
Claude Makelele,64,13,58,78,68,47.80
Deyvison,62,29,48,65,57,47.80
Diego Rodolfo Placente,70,36,30,67,73,47.80
Drissa Diarra,53,49,41,34,64,47.80
Elliott L. Ward,55,32,50,67,67,47.80
Fethi Harek,64,28,45,68,66,47.80
Liam Cooper,58,26,52,70,70,47.80
Massimo Paci,53,30,59,72,32,47.80
Mohamed Fofana,55,33,49,76,58,47.80
Nikola Lekovic,79,32,23,72,80,47.80
Shaun Derry,29,40,69,65,63,47.80
Yorick Antheunis,62,39,45,23,57,47.80
Zakaria Diallo,48,35,53,69,71,47.80
Daan Bovenberg,40,51,46,68,65,47.75
David Goldar,53,36,51,61,54,47.75
Frank van der Struijk,49,38,47,69,82,47.75
Kevin Moon,73,23,42,54,73,47.75
Romain Bregerie,67,35,34,72,67,47.75
Stewart Murdoch,69,38,37,21,70,47.75
Stophira Sunzu,74,23,38,71,74,47.75
Victor Ramos,63,15,58,73,66,47.75
Bryan Hughes,51,47,46,33,57,47.70
Craig Easton,56,35,47,45,81,47.70
Jean-Christophe Vergerolle,68,25,43,65,73,47.70
Jose Luis Palomino,60,26,48,75,75,47.70
Kevin Boli,68,30,40,58,68,47.70
Waldo Ponce,33,30,73,65,73,47.70
Fynn Arkenberg,68,26,46,63,50,47.65
Guillaume Katz,64,32,44,42,71,47.65
Guillaume Norbert,67,28,45,55,58,47.65
Joao Pedro,49,20,70,66,53,47.65
Mickael Firmin,52,42,43,60,71,47.65
Pawel Baranowski,67,29,44,61,52,47.65
Diogo Coelho,68,26,45,57,61,47.60
Jonas Ramalho,78,35,22,70,72,47.60
Kamil Glik,65,11,57,85,69,47.60
Marc Planus,32,36,70,71,53,47.60
Nemanja Vidic,54,26,56,84,52,47.60
Shelton Martis,47,30,60,62,68,47.60
Anthony Gardner,63,33,40,67,68,47.55
Bruno Sutter,59,25,56,48,63,47.55
Cribari,57,25,57,55,62,47.55
Fredrik Stenman,45,33,61,66,51,47.55
Krzysztof Kaczmarczyk,60,33,54,36,33,47.55
Nicky Hayen,42,31,64,65,64,47.55
Roberto Chen,65,33,40,65,58,47.55
Andrea Ranocchia,54,22,59,79,61,47.50
Dylan Ragolle,50,35,55,52,58,47.50
Grzegorz Baran,54,28,54,54,80,47.50
Jagos Vukovic,34,27,74,76,64,47.50
Javier Cohene,54,27,55,66,68,47.50
Jonas Ivens,48,30,60,62,60,47.50
Leonel Galeano,66,25,45,71,63,47.50
"Marios Oikonomou,18",65,14,56,78,62,47.50
Matteo Ferrari,40,43,56,63,53,47.50
Maxime Brillault,52,38,47,65,63,47.50
Moises Garcia,69,17,48,72,74,47.50
Rafael Schmitz,54,23,61,66,56,47.50
Richard Magyar,53,32,52,66,62,47.50
Steven Thicot,75,14,49,65,57,47.50
Kristof Lardenoit,63,22,50,66,73,47.45
Neves Soares Hermes,63,30,48,63,40,47.45
Raffaele Schiavi,63,19,55,69,58,47.45
Timothy Castagne,79,18,37,67,78,47.45
Alex Von Schwedler,36,56,46,64,56,47.40
Fernando Vega,70,22,45,60,66,47.40
Hurtado Perez Moises,31,45,64,52,56,47.40
Maxence Flachez,60,32,45,66,60,47.40
Maxime Le Marchand,75,26,31,76,80,47.40
Reece Burke,65,20,53,60,60,47.40
Stephan Raheriharimanana,44,33,62,58,56,47.40
Stephen McManus,51,29,58,63,57,47.40
Will Orban,64,34,37,74,64,47.40
Fredric Brillant,54,24,58,66,65,47.35
Giuseppe Biava,54,23,63,74,33,47.35
Jean-Christophe Coubronne,65,25,46,63,68,47.35
Jeremy Labor,69,32,35,60,71,47.35
Jonathan Rivierez,70,17,46,66,83,47.35
Marti Crespi,58,22,57,69,56,47.35
Pelle Jensen,54,33,52,62,51,47.35
Ricardo Ferreira,65,26,45,77,54,47.35
Ronael Pierre-Gabriel,74,33,31,54,65,47.35
Zatyiah Knight,68,26,41,66,71,47.35
Adama Coulibaly,45,38,54,62,62,47.30
Cedric Hountondji,60,28,48,70,60,47.30
Christoph Janker,52,22,62,69,61,47.30
Hernan Pellerano,64,38,33,70,66,47.30
Sebastian Mladen,69,20,46,65,71,47.30
George Elokobi,49,24,65,57,60,47.25
Leonardo Fontanesi,55,31,51,59,64,47.25
Patrick Bauer,32,36,69,69,54,47.25
Robin Szarka,69,29,39,64,59,47.25
Zdenek Grygera,51,34,50,78,57,47.25
Alejandro Galvez,53,29,53,73,61,47.20
Denis Dessaer,55,38,43,59,69,47.20
Fabio Santos,63,24,48,61,73,47.20
Johan Martial,69,25,41,67,67,47.20
Jose Dorado,53,45,41,76,34,47.20
Raoul Loe,33,29,73,52,82,47.20
Tomasz Kowalski,64,27,50,38,60,47.20
Ben Turner,67,37,31,69,64,47.15
David Kinsombi,66,28,42,63,64,47.15
Dedryck Boyata,66,11,58,70,63,47.15
Fernando Meira,50,29,57,68,59,47.15
Marc Valiente,56,20,56,78,73,47.15
Rafa Garcia,43,35,57,65,68,47.15
Vincent Euvrard,54,25,56,63,70,47.15
Austin McCann,60,19,58,61,59,47.10
Damiano Ferronetti,65,27,43,63,69,47.10
Diego Lugano,31,47,58,72,54,47.10
Fazli Kocabas,58,24,54,60,66,47.10
Lotem Zino,53,35,52,50,52,47.10
Lukas Bielak,65,25,47,53,67,47.10
Romain Reynaud,34,31,70,65,67,47.10
Ryan Nelsen,53,32,51,79,47,47.10
Sandro,72,30,32,61,77,47.10
"Yohan Lachor,29",48,39,49,62,64,47.10
Zargo Toure,75,14,44,70,74,47.10
Christian Terlizzi,31,35,70,68,57,47.05
Fabio Faria,36,39,62,66,53,47.05
Francisco Velez,54,28,51,72,71,47.05
Franco Zennaro,61,21,55,57,62,47.05
Jamie Sendles-White,66,29,42,62,57,47.05
Kai van Hese,68,29,39,61,64,47.05
Kenny van Hoevelen,65,32,37,68,69,47.05
Luka Krajnc,65,25,44,72,65,47.05
Maurice Hirsch,55,32,48,66,65,47.05
Mauricio Antonio,64,27,45,63,62,47.05
Olivier Boscagli,74,20,39,70,73,47.05
Sasa Papac,70,11,53,74,63,47.05
Chris Robertson,45,41,49,63,67,47.00
Christian Kalvenes,52,23,60,68,62,47.00
Daniele Ficagna,45,28,65,63,49,47.00
Egor Filipenko,54,35,45,81,55,47.00
Florent Hanin,81,16,37,66,70,47.00
Fodie Traore,53,38,47,57,55,47.00
Gideon Jung,55,37,45,63,55,47.00
Jonathan Glao Tah,71,19,44,76,60,47.00
Leon Guwara,69,28,41,53,59,47.00
Mickael Leca,74,21,39,67,69,47.00
Pavel Vidanov,66,22,46,63,73,47.00
Roger Johnson,54,31,51,67,57,47.00
Ruben,56,24,57,67,51,47.00
Sebastian Proedl,52,34,47,77,65,47.00
Souleymane Baba Diomande,63,23,54,34,66,47.00
Edin Cocalic,53,28,53,71,64,46.95
Gabor Horvath,48,25,61,69,66,46.95
Granddi Ngoyi,66,22,45,63,78,46.95
Jemerson,65,23,45,78,63,46.95
Txomin Nagore,33,33,69,56,73,46.95
Andre Dias,75,20,38,60,80,46.90
Diego Mainz,34,40,60,72,62,46.90
Omar Daf,55,38,47,65,33,46.90
Tininho,67,30,38,59,69,46.90
Ahmed Saied Okka,63,24,48,62,65,46.85
Jeroen Veldmate,34,40,59,68,71,46.85
Kafoumba Coulibaly,50,31,60,58,33,46.85
Lee Ashcroft,68,19,46,69,70,46.85
Nicolas Andres Cordova,52,35,51,51,58,46.85
Sebastian Langkamp,66,18,48,82,63,46.85
Abdoulaye Ba,53,22,58,74,64,46.80
Dave Bulthuis,62,22,49,65,73,46.80
Fraser Kerr,71,29,35,62,64,46.80
Guram Kashia,65,23,43,76,74,46.80
Prince Desir Gouano,70,20,42,73,71,46.80
Badis Lebbihi,66,23,48,52,61,46.75
Ibrahima Sonko,53,44,38,61,64,46.75
Ismael Traore,64,22,45,74,75,46.75
Marlon Pereira,69,27,36,73,70,46.75
Nils Roeseler,66,27,43,58,61,46.75
Damien Germanier,64,31,45,54,40,46.70
David Rozehnal,37,29,65,79,69,46.70
Iago Santos,67,23,45,60,64,46.70
Ivica Vrdoljak,54,32,46,67,75,46.70
Jack Ross,62,20,52,66,64,46.70
Jeferson,55,33,47,66,58,46.70
John Souttar,75,20,38,66,70,46.70
Thomas Goddeeris,53,33,52,52,54,46.70
Thomas Manfredini,51,12,71,75,55,46.70
Tiago Rosa,68,26,42,58,60,46.70
Baptiste Aloe,64,27,42,72,63,46.65
Davide Grassi,63,38,33,56,73,46.65
"Ivan Radeljic,18",64,20,50,65,64,46.65
Jaroslaw Kubicki,55,34,47,52,65,46.65
Joao Alves Faria Daniel,65,28,40,64,71,46.65
Kevin Stewart,67,21,47,53,70,46.65
Kevin Wimmer,70,21,40,82,65,46.65
Leonardo Martin Miglionico,55,38,46,66,33,46.65
Mody Traore,53,22,58,67,68,46.65
Ralph Gunesch,42,34,58,65,64,46.65
Santiago Acasiete,52,24,60,65,52,46.65
Alfonso Artabe,55,26,53,62,66,46.60
Bruno Ecuele Manga,67,23,43,74,60,46.60
Dominik Schmidt,60,18,55,70,64,46.60
Gael Angoula,49,22,62,69,65,46.60
James Tomkins,61,29,40,77,75,46.60
Jens Janse,74,25,34,56,78,46.60
Oliver Schroeder,40,25,67,63,77,46.60
Rincon,46,20,65,78,68,46.60
Sergej Karimov,68,18,47,64,70,46.60
Simon Falette,61,20,50,66,80,46.60
Stefano Lucchini,52,22,61,67,55,46.60
Yanni Regaesel,67,24,44,61,61,46.60
Alexander Corryn,67,33,35,64,57,46.55
Antoine van der Linden,39,37,59,68,53,46.55
Kassim Abdallah,67,21,44,68,71,46.55
Kenny van der Weg,66,25,42,65,68,46.55
Manuel Pascali,34,43,56,57,76,46.55
Mark Looms,54,25,54,64,69,46.55
Martin Stocklasa,33,42,65,62,29,46.55
Nikola Maksimovic,69,22,39,83,68,46.55
Sergi Gomez,53,35,45,72,61,46.55
Vincent Manceau,53,30,46,73,84,46.55
Almeida Borges Leandro,54,29,54,56,52,46.50
Antonio Bocchetti,58,22,53,67,65,46.50
Dominic Foley,30,57,58,27,33,46.50
Fabiano Santacroce,78,15,40,66,66,46.50
Larrys Mabiala,51,38,46,70,50,46.50
Ricardo Silva,40,42,57,65,31,46.50
Tomasz Gorkiewicz,64,32,37,62,70,46.50
Trent McClenahan,66,26,42,55,71,46.50
Adam Cummins,55,25,55,59,60,46.45
Ben Greenhalgh,64,33,45,24,53,46.45
Benjamin Kibebe,49,21,63,59,72,46.45
Danny Shittu,38,35,65,67,34,46.45
Ezequiel Munoz,55,19,57,75,68,46.45
Geoffrey Cabeke,64,24,46,62,63,46.45
Gianluca Comotto,53,28,53,68,57,46.45
Leandro Rinaudo,54,29,53,61,52,46.45
Lionel Zouma,71,14,50,62,57,46.45
Salva Ruiz,64,26,41,71,72,46.45
Torben Joneleit,53,22,60,66,53,46.45
Bartosz Jaroch,62,29,44,60,58,46.40
Daniel Congre,64,25,41,76,72,46.40
Lorenzo Ariaudo,55,30,47,76,60,46.40
Marnix Smit,58,38,37,63,67,46.40
Michel Salgado,36,31,68,74,44,46.40
Wouter Corstjens,57,28,48,65,65,46.40
Bart Biemans,41,43,48,65,70,46.35
Felice Natalino,61,15,57,64,65,46.35
Geromel,58,26,47,79,62,46.35
Hugo Alcantara,32,36,65,65,64,46.35
Jon Gaztanaga,53,38,42,61,68,46.35
Vito Wormgoor,40,28,64,67,68,46.35
Andre Wisdom,72,24,34,77,69,46.30
Damien Delaney,48,32,49,77,75,46.30
Giuseppe Aquaro,52,36,47,61,55,46.30
Khalid Boulahrouz,40,25,70,72,44,46.30
Noe Dussenne,54,28,50,70,64,46.30
Piotr Witasik,69,21,44,58,64,46.30
Robert van Boxel,56,35,42,62,66,46.30
Anselmo,68,36,27,66,73,46.25
Bruno Santos,69,28,34,66,73,46.25
Carlos Cuellar,48,24,61,77,50,46.25
Chico,68,20,42,77,68,46.25
Heiko Butscher,34,38,63,59,56,46.25
Paul Willis,58,44,40,48,25,46.25
Romano Perticone,45,34,52,62,77,46.25
Stefan Iten,64,26,47,51,52,46.25
Wojciech Szymanek,51,36,47,56,65,46.25
Calum Butcher,65,15,52,60,72,46.20
Dennes de Kegel,68,22,45,61,53,46.20
Dorian Dessoleil,62,24,46,65,67,46.20
Giuseppe Favalli,60,24,46,82,62,46.20
Guillermo Rodriguez,55,25,52,78,54,46.20
Kevin Gomis,67,18,47,70,62,46.20
Lubomir Guldan,72,20,39,67,71,46.20
Rafael Marquez,34,30,70,80,40,46.20
Sai van Wermeskerken,70,35,30,59,55,46.20
Adnan Mravac,52,33,47,55,76,46.15
Daan Smith,53,23,57,61,64,46.15
Fabio Galante,52,32,48,75,56,46.15
Frank van Mosselveld,47,35,50,61,70,46.15
Jeroen van der Lely,65,27,40,65,66,46.15
Jin-Su Kim,76,26,26,77,78,46.15
Lewis Toshney,70,24,40,60,59,46.15
Michael Kovacevic,73,25,34,61,70,46.15
Rogerio,65,23,43,66,71,46.15
Waldemar Anton,55,31,46,66,65,46.15
Bart Schenkeveld,51,34,48,66,58,46.10
Fabio Ervoes,66,26,40,69,61,46.10
Fidan Aliti,66,35,33,54,64,46.10
Jan Wuytens,31,31,73,70,42,46.10
Mathieu Maertens,56,32,47,56,56,46.10
Carlos Bocanegra,46,34,52,67,62,46.05
Daniele Bonera,49,23,60,81,48,46.05
Gabriel Paletta,53,16,60,82,65,46.05
Gary Warren,52,38,42,67,62,46.05
Joris Gnagnon,63,27,44,57,60,46.05
Maka Mary,48,25,62,62,49,46.05
Marc McAusland,66,25,43,60,57,46.05
Mohamadou Sissoko,54,21,57,67,62,46.05
Rasmus Bengtsson,59,38,36,72,51,46.05
Diego Luis Breijo Lopez,62,21,45,76,76,46.00
Ignasi Miquel,69,18,43,68,72,46.00
Jose Nadson,51,22,58,70,64,46.00
Kees van Buuren,67,21,44,63,65,46.00
Mark Hudson,41,31,59,64,70,46.00
Oleg Veretilo,61,34,39,52,64,46.00
Paul McGinn,70,34,28,54,74,46.00
Davide Calabria,55,30,46,64,69,45.95
Gilles Ruyssen,54,22,57,63,58,45.95
Joachim Eickmayer,68,27,32,74,83,45.95
Kevin Holt,62,30,40,57,70,45.95
Loic Abenzoar,66,23,44,57,64,45.95
Rafal Janicki,53,24,54,67,65,45.90
Stephane Pichot,60,29,43,66,60,45.90
Stuart Duff,68,10,53,63,69,45.90
Abdoulaye Faye,33,45,55,67,52,45.85
Pedro Lemos,69,29,35,52,67,45.85
William Troost-Ekong,72,23,36,68,63,45.85
Francisco Afonso,76,28,29,55,63,45.80
George Boateng,33,38,62,55,63,45.80
Kheireddine Kiko Zarabi,52,29,51,69,55,45.80
Matthew Cooper,55,32,47,52,60,45.80
Michele Camporese,67,14,49,71,65,45.80
Mijusko Bojovic,45,27,59,66,64,45.80
Peet Bijen,54,27,50,68,62,45.80
Tommy Elphick,42,32,55,76,66,45.80
Daan Disveld,59,29,46,57,54,45.75
Frederik Frans,34,35,61,65,70,45.75
Levi Opdam,71,28,33,57,66,45.75
Oleksandr Shevelyukhin,50,37,46,61,56,45.75
Stilianos Malezas,54,26,50,76,59,45.75
Uwe Moehrle,46,25,60,67,62,45.75
Franck Queudrue,34,31,68,59,57,45.70
Javier Venta,45,34,57,65,33,45.70
Pablo Ibanez,51,18,61,71,63,45.70
Richard Dunne,24,41,69,76,34,45.70
Samuel Gigot,66,20,44,66,68,45.70
Sergio Matabuena,28,44,62,54,56,45.70
Bira Dembele,65,30,36,63,64,45.65
David Navarro,35,40,54,79,60,45.65
Francis Dickoh,54,24,53,63,64,45.65
Khaled Adenon,59,38,34,57,70,45.65
Lucien Aubey,44,34,52,63,70,45.65
Mark Durnan,64,24,43,61,66,45.65
Martial Robin,49,41,43,66,49,45.65
Matthew Spiranovic,66,19,44,70,69,45.65
Sofian Akouili,71,23,37,63,64,45.65
Steve Cook,62,20,47,71,68,45.65
Bjarne Thoelke,51,24,57,66,54,45.60
Gareth McAuley,34,50,44,77,67,45.60
Jordens Peters,64,29,37,69,63,45.60
Kiko,54,36,39,70,68,45.60
"Lee Bullen,29",48,20,66,61,47,45.60
Peter Franquart,35,38,57,64,68,45.60
Remo Arnold,52,31,51,57,51,45.60
Inaki Astiz,72,21,36,67,70,45.55
Luis Pedro,77,22,33,59,60,45.55
Michel Breuer,38,26,67,60,65,45.55
Paolo Bianco,55,27,52,73,34,45.55
Steed Malbranque,32,55,50,48,41,45.55
Wojciech Golla,56,29,45,70,61,45.55
Andrew O'Brien,53,25,52,67,63,45.50
Jamal Alioui,57,20,55,57,61,45.50
Pablo Sicilia,68,20,39,69,79,45.50
Jean-Pascal Mignot,37,33,59,78,57,45.45
"Manuel Lara Martinez,26",34,40,57,68,55,45.45
Michael Turner,34,36,58,72,69,45.45
Robert Kiernan,66,25,38,62,73,45.45
Tobias Haitz,61,25,44,66,63,45.45
Wes Morgan,55,19,52,80,73,45.45
Andrew Dawson,32,44,57,54,56,45.40
Bartosz Kopacz,48,25,60,58,52,45.40
Hicham Belkaroui,65,23,42,71,57,45.40
Lionel Gendarme,46,37,50,42,68,45.40
Romain Elie,62,20,45,65,81,45.40
Steven Taylor,52,32,43,77,69,45.40
Andrea Lisuzzo,62,25,44,65,56,45.35
Anthony Seric,55,32,46,62,47,45.35
Bartlomiej Konieczny,40,29,61,63,64,45.35
Daniel Panizzolo,61,20,52,50,59,45.35
Daniele Russo,42,37,53,61,54,45.35
David McNamee,72,16,42,64,63,45.35
Dylan McGowan,63,29,36,64,75,45.35
Ivan Balliu,67,21,38,69,82,45.35
Jonathan Zebina,30,31,67,76,63,45.35
Jose Angel,66,24,40,68,59,45.35
Lucas Neill,56,26,48,67,60,45.35
Miguel Fernandes Vieira Hugo,34,30,70,70,33,45.35
Peter Niemeyer,34,28,65,76,69,45.35
Stefano Ferrario,65,25,39,69,64,45.35
Florian Jungwirth,66,18,42,69,81,45.30
Issa Diop,63,25,39,70,74,45.30
Nedim Sacirovic,55,28,49,42,72,45.30
Nicolas Gillet,29,38,67,70,32,45.30
Pedro Pele Monteiro,64,22,43,68,64,45.30
Per Nilsson,33,28,68,70,62,45.30
Steven Saunders,71,33,25,62,70,45.30
Sunday Abalo,66,27,35,62,76,45.30
Alvaro Ampuero,69,29,32,56,69,45.25
Andreas Christensen,68,29,31,72,65,45.25
David Lilley,61,20,49,67,58,45.25
Emiliano Moretti,55,16,56,79,64,45.25
Gustavo Cabral,53,22,50,80,75,45.25
Jose Carlos Nunes,34,34,62,73,52,45.25
Eric Abidal,59,25,45,77,53,45.20
Koffi Djidji,68,24,38,72,52,45.20
Lorenzo Stovini,40,32,60,68,44,45.20
Milano Koenders,67,22,40,62,68,45.20
